L5 x_mean,L5 x_max,L5 x_min,L5 x_std,L5 x_auc,L5 x_peak,L5 y_mean,L5 y_max,L5 y_min,L5 y_std,L5 y_auc,L5 y_peak,L5 z_mean,L5 z_max,L5 z_min,L5 z_std,L5 z_auc,L5 z_peak,T12 x_mean,T12 x_max,T12 x_min,T12 x_std,T12 x_auc,T12 x_peak,T12 y_mean,T12 y_max,T12 y_min,T12 y_std,T12 y_auc,T12 y_peak,T12 z_mean,T12 z_max,T12 z_min,T12 z_std,T12 z_auc,T12 z_peak,l5_xy_rmsq_mean,l5_xy_rmsq_max,l5_xy_rmsq_min,l5_xy_rmsq_std,l5_xy_rmsq_auc,l5_xy_rmsq_peak,l5_yz_rmsq_mean,l5_yz_rmsq_max,l5_yz_rmsq_min,l5_yz_rmsq_std,l5_yz_rmsq_auc,l5_yz_rmsq_peak,l5_xz_rmsq_mean,l5_xz_rmsq_max,l5_xz_rmsq_min,l5_xz_rmsq_std,l5_xz_rmsq_auc,l5_xz_rmsq_peak,l5_xyz_rmsq_mean,l5_xyz_rmsq_max,l5_xyz_rmsq_min,l5_xyz_rmsq_std,l5_xyz_rmsq_auc,l5_xyz_rmsq_peak,l5_roll_mean,l5_roll_max,l5_roll_min,l5_roll_std,l5_roll_auc,l5_roll_peak,l5_pitch_mean,l5_pitch_max,l5_pitch_min,l5_pitch_std,l5_pitch_auc,l5_pitch_peak,t12_xy_rmsq_mean,t12_xy_rmsq_max,t12_xy_rmsq_min,t12_xy_rmsq_std,t12_xy_rmsq_auc,t12_xy_rmsq_peak,t12_yz_rmsq_mean,t12_yz_rmsq_max,t12_yz_rmsq_min,t12_yz_rmsq_std,t12_yz_rmsq_auc,t12_yz_rmsq_peak,t12_xz_rmsq_mean,t12_xz_rmsq_max,t12_xz_rmsq_min,t12_xz_rmsq_std,t12_xz_rmsq_auc,t12_xz_rmsq_peak,t12_xyz_rmsq_mean,t12_xyz_rmsq_max,t12_xyz_rmsq_min,t12_xyz_rmsq_std,t12_xyz_rmsq_auc,t12_xyz_rmsq_peak,t12_roll_mean,t12_roll_max,t12_roll_min,t12_roll_std,t12_roll_auc,t12_roll_peak,t12_pitch_mean,t12_pitch_max,t12_pitch_min,t12_pitch_std,t12_pitch_auc,t12_pitch_peak,class,Minute
0.011449270183333329,0.375157533,-0.315158103,0.1327414634764726,0.609679468,16,-0.012295388266666672,0.320081712,-0.276572105,0.12083349831277915,-0.7624985080000001,17,0.005903762966666666,0.24497872,-0.155134488,0.07954193703971163,0.4270627595,18,0.03011009388333333,0.706717262,-0.59575254,0.2392145919306598,1.6600621485000004,15,-0.01249211446666667,0.568088713,-0.516122107,0.2115875769544133,-0.7974550300000002,16,0.014985464933333335,0.3292543,-0.292990345,0.1354229440306317,1.0366971465,17,0.10558965526121745,0.32763532590103134,0.0087674063247986,0.0714315833660912,6.275925781214927,18,0.08652346823080787,0.285014802781969,0.013240227620694989,0.05541238103056612,5.136285438610692,20,0.08599416336619743,0.27660202940688533,0.0050530921197581595,0.0682757783284021,5.083224838367318,20,0.09647846213150023,0.29022528996754926,0.016441220761585863,0.06038980598345283,5.723883969356914,18,-4.968204916410271,85.76798309441152,-77.56426396989481,46.50306987337805,-311.9018473925846,18,0.3150653083787341,81.75774811908342,-71.6050451159036,40.97018456806819,-24.629785482237352,17,0.18633574223820817,0.6163646939696532,0.014251143490440371,0.12964099799171447,11.06735443262048,18,0.15084638667879083,0.4289879295701914,0.014398067725194533,0.09481568653547072,8.94654702648032,20,0.15142477854837572,0.5211226122367344,0.01077926636190991,0.12416772841313828,8.940794812565883,21,0.1700308819107024,0.5175258890479805,0.03030381510129023,0.10783943297127976,10.079079824919877,18,-2.2214588157073374,85.79769048432652,-77.03773446731289,46.28200277637161,-147.36339607222413,18,1.8060075061169532,81.26584664470334,-76.39576120617996,41.249199109199054,64.78038773680657,15,0,1
-0.03152129516666667,1.370929796,-0.80505067,0.34820583461118665,-1.5056592835,16,0.011113236399999999,0.404245571,-0.500589123,0.199680849214383,0.6701409615000002,15,0.05960233553333334,1.409119297,-0.5766213,0.3189101647828962,3.7251235050000004,14,-0.07669321009999999,2.398997254,-1.537697218,0.6393098787707597,-3.8751081855000002,16,0.020323238633333345,0.747397892,-0.964692175,0.34120701267441655,1.1241080750000003,13,0.11081293465,2.670527442,-1.083131755,0.6015618158544297,6.877098246999999,15,0.22758965836777661,0.9864289977236211,0.02626073273063164,0.1712348324386632,13.343826019250884,20,0.19234811560974246,0.9976569963487293,0.0183871954921546,0.18875444632101226,11.40250902124065,19,0.23161528641151993,1.3389103174111276,0.008007885046589143,0.24515887207090675,13.578336162108908,19,0.22663574754295088,1.1033279212877416,0.03855915120142126,0.19442366649694187,13.321039095065768,19,1.7905390233570915,76.09722347333805,-87.82795051153795,39.526887210691825,123.31653087774316,14,-7.491028511217392,83.94939545489406,-79.88835880383483,45.62661629250887,-406.8316811665564,15,0.40950375733873073,1.710839985150329,0.05305538138025419,0.313087507373735,24.01730135239808,18,0.34245479424246594,1.8891221134679783,0.02818708792397771,0.35807877073855643,20.331442311189566,19,0.4265585915652755,2.485488212641074,0.015526094906824479,0.4608962086375019,25.018101162716295,20,0.41013838638599304,2.0374872102039685,0.07396540255328453,0.36558166707954537,24.12160296455623,22,0.0376543954252383,70.24404524875575,-87.8002949527898,38.05386848774827,12.0668098268828,14,-8.591848005838834,84.9186056228233,-80.40344016380489,46.11829195764589,-474.7524512559606,16,0,2
0.022407145299999997,1.292384058,-1.30340764,0.6003772326432707,1.593018868500001,18,0.02555451791666667,0.872092877,-0.877881972,0.4277348753760781,2.1984654275,16,-0.05288907028333333,0.40493936,-1.440438859,0.35997952636016856,-2.629614817,15,0.015884806850000006,2.444353904,-2.469104695,1.1239797263109346,1.2981375015000012,17,0.06367537511666664,1.559536208,-1.659461222,0.7317398883848203,4.488564562500001,16,-0.08799785941666666,0.761208086,-2.719070721,0.6070220135406584,-4.637005996499999,16,0.4540895204034283,1.0095131318199833,0.04133620591071862,0.25707048990053166,26.576066121101192,19,0.3261046512907351,1.1711644806676094,0.017043900054184928,0.22727096489209203,18.785355016409095,18,0.42155769366286183,1.1878059996959853,0.0709318013716044,0.26259820697989483,24.51228700260492,19,0.4159425759133707,1.0942947413121333,0.067200995718793,0.22943618751002476,24.208300327675143,18,6.058139928330371,66.83899541155242,-63.99295936729364,35.29436064836749,397.5379051408483,16,-1.8748784848147224,73.16739770281048,-86.56194686586457,50.016685520894846,-116.70978457263716,17,0.8243389768084769,1.9080595840017962,0.08247058953030202,0.47117463457037295,48.51858910137944,19,0.5681966460138945,1.9301567835842457,0.042983254318381396,0.3674386402868309,33.040300104797716,18,0.7681180878860717,2.014680668996063,0.16799096532000668,0.4794743510116187,44.9035610589841,20,0.7507869186532018,1.6508120454982096,0.1852703034425683,0.40342571659018167,43.97699250706758,18,5.874907335986618,71.26397833952178,-65.09702678008024,35.10977678176574,378.7901036807623,15,-4.124120082531314,72.13574388242506,-85.53553886057843,50.452923147202974,-247.46068939765223,15,0,3
0.03501861961666666,1.375268028,-1.107644913,0.5635564014854606,1.9601367670000005,13,-0.13783155034999997,1.046369201,-1.120733563,0.47603874419351466,-8.748725398,17,-0.005341393699999999,1.06721907,-1.119374648,0.4151479218182175,-0.48925813149999925,15,0.0850293073833333,2.628991801,-2.084278239,1.0377585587790663,4.7379442355000005,13,-0.24964371966666662,1.874395101,-2.116972259,0.8706014890676339,-16.032974706,15,-0.009903346933333335,1.785675123,-2.116419644,0.765252978727819,-0.9732961679999994,14,0.46646382640407186,1.2320715956005905,0.06695131802913445,0.2542199253926267,27.534829865515984,15,0.39837299810374865,1.0073079621482721,0.018972300377336035,0.22425951316000808,23.42299054435025,17,0.42809901139821116,1.1781473009605075,0.00996994891944249,0.24966069147093448,25.5249565109404,16,0.44490165426580036,1.1431973889131626,0.056817383472482,0.21832424295958497,26.275794750677917,15,-10.438523607349818,89.19635674876987,-73.28481404613309,36.98628133534629,-667.837167359349,18,5.320406166949495,79.86250041451163,-84.37379317805132,43.94600980618774,300.0434355611272,13,0.8515788397444549,2.3505143477030863,0.1076829936420263,0.4764812212291586,50.1780756726774,17,0.7344840228756055,1.9113109469794585,0.10259580344353825,0.40437951082430357,43.11826264442355,15,0.7888467389598258,2.244947600059002,0.03820000678744874,0.461153256537603,46.946169387396516,17,0.8171969516420091,2.1769869821852597,0.1884336255725712,0.4027900087234827,48.184474653896565,15,-9.09068193928427,88.3491039835162,-70.49996877062183,37.70413882898234,-596.0000298177819,16,5.01290901921912,80.74216988811523,-67.61946333370425,42.682723596101575,280.1304606052685,13,0,4
-0.07221892038333334,1.844777185,-1.870131612,0.693641688824414,-3.9543327775000003,14,0.02769749981666668,3.146030859,-2.486365709,0.9055350680101699,1.2359549789999997,15,0.03975561416666666,1.52776069,-1.352828061,0.5712753989595514,2.2954944399999997,18,-0.12872700731666667,3.705222577,-3.545317594,1.3269777008238126,-7.0987788315,16,0.03964388103333336,5.927429906,-4.717446342,1.699501995404158,1.6115540015000016,14,0.07053509730000002,2.883646592,-2.55009312,1.0346892512419092,4.106661615000001,18,0.6475930959147645,2.2690503900109174,0.04019657459134798,0.48392232851763406,38.40072655190286,15,0.6022108861535431,2.286080927964102,0.025874521858144484,0.4600984125177838,35.8030325552849,19,0.5353876678139683,1.4836159637412816,0.0498902770535981,0.34713869386465884,31.752829753649515,20,0.6179735325830988,1.90192895042897,0.045600032980402265,0.4038883943299424,36.68434309046153,16,2.741787769870036,74.39950056302075,-76.3075278010293,41.95375114729249,121.38421653126433,13,-13.020037266452375,62.39979562089408,-76.93114312055444,38.359934714968844,-756.8403961911292,16,1.2181849856528497,4.280878026119584,0.07397145835585761,0.9217835461870614,72.29773039274318,14,1.1161888025385656,4.3091018167808315,0.04811704535256248,0.8583940908603138,66.37083318781887,19,0.9925895798547827,2.872946724085529,0.09604399226226337,0.6642775622473004,58.91534758787559,20,1.1548433564275227,3.5895275916315033,0.0871990643240127,0.7619900794443369,68.59814352831393,16,2.1457535077883896,74.76421348345052,-77.5696494786053,42.61828460200765,85.00516829284192,15,-13.050051583209731,63.22112281145069,-77.29614257756181,38.72531891435153,-759.4363857420445,17,0,5
-0.046967772883333356,2.098333984,-2.809961698,1.0571989211987485,-2.9342511515,15,0.019658860750000017,2.169644852,-4.07880999,1.2358067948104394,0.6749653509999997,15,-0.002611438149999997,1.717808975,-2.102541491,0.8093893559661488,-0.3266942664999988,14,-0.0799451333833333,4.009467723,-5.288927771,2.0040602673156136,-4.9595543540000016,16,0.04784918174999996,4.073023559,-7.729149255,2.309527451270812,2.0532437770000023,15,0.002463440833333345,2.862074496,-3.970625345,1.4771582255074072,-0.11108014900000052,15,0.9776295484711031,3.5023260612592058,0.0891391901727965,0.6066141143640794,58.262903795590596,19,0.8955151809493002,3.214900421942543,0.1605404293998162,0.5379721068256386,53.22822915728616,17,0.7734998794902542,2.442372131321917,0.002142467291227103,0.5377682366461649,46.020775553986105,17,0.9109541061475681,3.0858307466137176,0.145352484674076,0.5206042112194323,54.22413879642641,18,6.448915285179848,89.43837963160455,-82.92393733278531,47.69308545044056,346.1700749077774,16,0.8676742769833186,65.29764776920341,-78.06149132241552,35.471725811859656,37.50552787751093,15,1.839980605709057,6.6224053474897655,0.18426297149689302,1.1374968380135104,109.7450776009445,17,1.6572399837990934,6.086244077251125,0.30603087213530705,1.00631017988682,98.58384988481373,17,1.4418041455471746,4.599877318828013,0.05021257767721881,1.0116948361229543,85.81255767138889,18,1.7010575242958863,5.832594931435002,0.2802964627195223,0.9763994675313291,101.32377734315448,18,6.302524598203902,87.70317915517833,-83.65062995757805,47.358118318759715,339.1129279301377,16,1.43003263887724,67.1212813780475,-76.38927478062065,36.39135824785534,73.74298166022977,15,0,6
-0.1776793746833333,4.685898759,-9.529681273,2.314371285292133,-11.124024853999996,14,-0.03831363050000002,5.171491866,-6.552340009,1.8858400470730965,-2.1353251534999966,15,0.0083890304666667,2.695453543,-5.412101845,1.2470535095511035,0.468318682,18,-0.3422523370333333,8.872656769,-17.96157321,4.347643427453769,-21.427509410000003,14,-0.06126122193333335,9.746358801,-12.36643842,3.381120291685284,-3.4979892704999993,15,0.021011444733333343,5.088845247,-10.22548842,2.371506394800462,1.1170694160000019,19,1.4206467696948044,8.17765200893597,0.0590393555780104,1.566727566507784,84.88197475274596,18,1.1611644537113386,5.00992162593455,0.13452250805808433,1.0991969049758874,69.16532149671637,18,1.3077543423653288,7.002867090250898,0.05233572690294339,1.327150028809435,77.8682601753621,16,1.3343483128462463,6.855981684168948,0.1639840626569797,1.3114243649976396,79.56252205939087,15,-1.9068838486977369,77.685726675098,-73.79841061051775,36.80202198508557,-102.75942574024633,15,5.872357155430775,67.6714137463928,-66.46447083074382,42.14198688469566,320.7206882099581,14,2.609409945087314,15.419904529111745,0.099905478324503,2.9014502301094454,155.9207089658309,18,2.1091888711898408,9.45582215208087,0.2529849393278789,2.020254443980494,125.6726019210946,17,2.4534749725072165,13.200652599892631,0.016982053125556888,2.510432752976807,146.12640476480755,16,2.4653232321110345,12.928563432979916,0.2855162139450784,2.4389817235665894,147.0299275520682,16,-1.7597699754783724,87.21639709889729,-73.21097179587045,36.427777101594394,-98.92442460018049,13,5.899825506927411,67.69293555989238,-74.21286882602838,42.38130850581012,319.6807560230472,15,0,7
0.0787585312,1.451681769,-1.771807114,0.6925626272678702,4.2714560725,18,0.03415637528333333,1.213842029,-2.125494985,0.6301412452409356,1.9636077209999996,15,-0.018290837149999992,1.547144596,-1.136447508,0.5505662248823858,-2.0778303774999998,14,0.16621326753333335,2.871332578,-3.301383758,1.2950811182665474,9.092779816999998,19,0.04511977876666667,2.104966923,-3.57714219,1.1336036327372419,2.6503087784999995,15,-0.05263195666666667,2.919987114,-2.149204913,1.0047254082444872,-4.958107709,15,0.537518529594598,1.6325876970459405,0.016387803282999526,0.39130436142226405,31.80804673421665,17,0.4912245972439236,1.594838585954034,0.08523208921894936,0.33098274861106625,28.695042436620128,16,0.5097412959166981,1.3637784556628798,0.04848108542029457,0.36717246908243,29.818988858740234,18,0.5345776355394812,1.4023761355080062,0.117435935514128,0.33177729644004245,31.38712588269659,17,7.868123928977733,86.33417971665476,-81.1932013754959,37.94270610374718,455.08763921017425,17,4.910499037139295,76.5488922071639,-72.8901307761833,39.76714727634678,272.3141340395327,19,0.9950928202897243,2.702524983346533,0.03840021365957141,0.7111735026705321,58.89173736684326,17,0.8949746949002967,2.6752879903523175,0.15962695294269263,0.5904984548675293,52.29081124007622,16,0.9465692088519584,2.5678244526198086,0.10497866502380537,0.6801171545167811,55.37390112451573,17,0.9840940230633524,2.355790430288288,0.22599413242906,0.605220365909045,57.78895655312698,17,7.296646361983042,85.51052331113766,-81.33976591656086,37.60820706625894,422.4110099342276,16,5.22638436430332,79.2336398772342,-73.09378485667497,40.10772965654001,289.48817030901637,19,0,8
-0.04262036718333335,1.282165053,-1.441533439,0.7105850284449935,-2.4564187525,19,0.03043876381666666,1.850780532,-1.624276526,0.7203000102014543,1.448366883499999,18,0.054516215433333355,1.203268434,-0.844830726,0.3815907089848402,3.0353246484999987,18,-0.06303186731666667,2.454946699,-2.687448294,1.3607286804578271,-3.8177127100000003,18,0.042112427233333305,2.457949141,-3.068830345,1.3258048284089465,1.668941842999999,16,0.09249752406666668,1.449485374,-1.439737502,0.6538441572125693,5.110364337999998,16,0.6487594937082073,1.507659778349507,0.05130956245053854,0.30391482362239053,38.64110221334562,21,0.5118025851190072,1.56096820946024,0.08594311667591277,0.26875484897823854,30.339039521456794,20,0.5063202052394417,1.1332568908099299,0.03835979633030304,0.2670306768990415,30.16335047258109,17,0.580753802717209,1.4134981356863758,0.09130053776853458,0.23328434024107922,34.53581236271887,22,1.9569085404268842,82.58496666829897,-79.88422681385407,44.5897271572006,60.440300298491806,13,-2.63832557243515,75.53241269218269,-77.89171136565244,43.23179795993639,-148.9773447836914,16,1.2274985904814961,2.423745819532019,0.06680710049206488,0.54844410763986,73.04109295599024,20,0.9375726149626195,2.1821893902296083,0.15969948886119892,0.4677152214669466,55.500417042139894,19,0.9460535625472135,1.975927815621709,0.07394500767420466,0.5007937926836032,56.378423873224,18,1.0859019354024355,2.1486503860825286,0.13982497897369245,0.4137657918940369,64.53716943935764,20,2.348583141926262,82.11328341784892,-82.98550786403871,44.53975546325483,77.69834571548351,12,-0.689778726691841,77.06126517103314,-77.51086347202012,44.438633248509845,-42.32684473371975,17,0,9
-0.05140341985000001,1.624306808,-2.317434245,0.7278249111395553,-1.8302735745,16,-0.08306714991666664,1.57508125,-2.124211642,0.8898632304866767,-4.6465727795000005,15,0.028645604083333345,1.423912583,-0.805985982,0.4327568315446308,1.8938986770000004,13,-0.1031580844166667,3.045841796,-4.395013278,1.3890426190183411,-3.7785552695000018,16,-0.12208561761666673,2.960293768,-3.993277004,1.6656928944235876,-6.838002168000001,15,0.08202681044999996,2.337733326,-1.408495432,0.7734882923424413,5.126765451500001,13,0.7239712241597812,1.8515243352703648,0.09266416837633738,0.3760714469301111,42.30872979739361,20,0.6224090717237606,1.5348490572382967,0.184491466564005,0.3256298981368592,36.69730839812948,18,0.5290764588974973,1.6395485539113395,0.02323790292419177,0.2833960656134745,30.806673082238163,17,0.6570173841766742,1.512395690018934,0.1578552280521684,0.273381083084771,38.48054274696639,19,2.9442358523531897,87.77370711434105,-74.92594199912914,48.440660822524826,161.2993921632638,16,-1.5770590095962018,73.31975108066067,-76.80706673431618,39.289245717368516,-54.84116531292162,16,1.3642595040475636,3.5031387640667275,0.06655897519935171,0.7096163455078073,79.61614895964615,21,1.1597158073505227,2.8860219479706872,0.3427410112522492,0.593535485437959,68.2995342519018,20,0.988342116085023,3.1093868039252186,0.038704948831160865,0.5438075243128001,57.56775764977944,16,1.2288820178263944,2.861491061181576,0.29910187470965216,0.5177123394331815,71.89643688211062,20,3.6102607582977746,88.08270287762195,-75.244059524007,48.75028708600904,195.85157195315068,16,-1.8912782376931534,73.11268164351776,-76.9694105223798,38.87763325419167,-73.40234319314324,16,0,10
